system,node,rack,start_hours,end_hours,failure_type,root_cause
8,359,22,503.3837,503.3985,transient_node,Network
8,57,3,505.6627,505.7643,transient_node,Power Outage
8,431,26,514.3711,516.8463,permanent_node,Hardware
8,198,12,517.3304,517.387,transient_node,Power Spike
8,280,17,528.6445,528.7595,transient_node,Power Spike
8,44,2,531.1128,531.1415,transient_node,Network
8,351,21,539.3849,539.3925,transient_node,Network
8,12,0,542.7954,543.2542,transient_node,Maintenance
8,197,12,544.745,544.7861,transient_node,Network
8,232,14,545.3256,545.4083,transient_node,Power Outage
8,207,12,547.1157,547.1222,transient_node,Maintenance
8,174,10,580.141,580.3881,transient_node,Power Outage
8,431,26,580.9312,581.126,transient_node,Power Spike
8,466,29,586.4626,586.5918,transient_node,Maintenance
8,276,17,590.1201,590.1792,transient_node,Network
8,54,3,596.6476,596.7397,transient_node,Power Outage
8,492,30,596.9302,597.0616,transient_node,Network
8,389,24,600.1537,600.1653,transient_node,Maintenance
8,11,0,601.7716,601.8055,transient_node,Network
8,20,1,605.2468,605.3819,transient_node,Network
8,359,22,607.6944,608.1943,transient_node,Power Outage
8,261,16,614.0457,614.0629,transient_node,Maintenance
8,324,20,616.9156,617.1082,transient_node,Power Outage
8,392,24,618.9445,619.2935,transient_node,Power Outage
8,435,27,622.4768,622.5574,transient_node,Power Outage
8,266,16,622.9794,623.4688,transient_node,Power Spike
8,200,12,637.1327,637.4783,transient_node,Power Spike
8,408,25,645.0868,645.4016,transient_node,Maintenance
8,53,3,648.912,649.0205,transient_node,Network
8,475,29,650.115,650.1892,transient_node,Maintenance
8,139,8,655.5913,655.8158,transient_node,Power Outage
8,123,7,658.8747,659.0532,transient_node,Maintenance
8,476,29,661.1316,661.2603,transient_node,Power Spike
8,109,6,692.3241,692.859,transient_node,Network
8,439,27,693.1133,693.3564,transient_node,Power Outage
8,104,6,709.9679,710.1162,transient_node,Network
8,488,30,711.0948,711.7042,transient_node,Power Outage
8,420,26,714.7423,714.7571,transient_node,Network
8,182,11,718.7069,718.8017,transient_node,Power Spike
8,478,29,727.4273,727.4525,transient_node,Network
8,144,9,733.4962,733.6347,transient_node,Power Outage
8,433,27,743.6646,743.7921,transient_node,Power Outage
8,228,14,750.3568,750.5215,transient_node,Power Spike
8,469,29,751.868,751.9369,transient_node,Power Outage
8,277,17,755.655,756.1692,transient_node,Power Outage
8,33,2,760.0958,760.4572,transient_node,Power Outage
8,264,16,773.1484,773.3773,transient_node,Network
8,257,16,773.8584,773.8833,transient_node,Network
8,312,19,787.718,787.8213,transient_node,Power Spike
8,369,23,796.5417,797.106,transient_node,Power Outage
8,283,17,803.622,804.0494,transient_node,Maintenance
8,229,14,805.3386,805.3578,transient_node,Maintenance
8,366,22,806.0988,806.2735,transient_node,Power Outage
8,145,9,819.8205,819.8257,transient_node,Maintenance
8,142,8,843.6861,843.8404,transient_node,Network
8,83,5,844.3112,845.3728,transient_node,Maintenance
8,461,28,847.6607,848.0178,transient_node,Power Spike
8,412,25,850.715,850.8077,transient_node,Power Spike
8,384,24,858.8646,858.9104,transient_node,Power Spike
8,441,27,868.8444,868.9861,transient_node,Power Spike
8,292,18,869.5334,869.9157,transient_node,Network
8,254,15,869.6885,869.7527,transient_node,Maintenance
8,244,15,873.4573,876.5812,permanent_node,SCSI Controller
8,220,13,880.7109,880.7195,transient_node,Power Outage
8,400,25,880.8798,881.0244,transient_node,Power Spike
8,489,30,887.0855,887.1556,transient_node,Network
8,311,19,893.059,893.8394,transient_node,Network
8,457,28,896.9314,897.2315,transient_node,Power Spike
8,425,26,901.7776,901.7978,transient_node,Power Spike
8,123,7,907.5452,907.5477,transient_node,Maintenance
8,380,23,920.1784,920.4488,transient_node,Power Outage
8,110,6,921.818,922.2494,transient_node,Maintenance
8,38,2,930.7597,930.8337,transient_node,Network
8,494,30,931.162,931.2244,transient_node,Network
8,507,31,932.8123,932.9721,transient_node,Network
8,154,9,938.1134,938.8765,transient_node,Power Spike
8,316,19,941.1697,942.2584,transient_node,Network
8,122,7,941.4936,941.681,transient_node,Power Spike
8,461,28,944.6501,944.8534,transient_node,Power Spike
8,482,30,945.5911,945.5954,transient_node,Network
8,181,11,963.061,963.1236,transient_node,Network
8,447,27,963.9604,964.1618,transient_node,Maintenance
8,268,16,969.8719,970.1013,transient_node,Maintenance
8,15,0,977.2987,977.7014,transient_node,Power Spike
8,150,9,979.1202,979.8258,transient_node,Maintenance
8,170,10,979.9722,980.3886,transient_node,Power Spike
8,60,3,981.9997,982.0463,transient_node,Power Outage
8,70,4,989.7701,990.0751,transient_node,Maintenance
8,129,8,992.3295,992.4594,transient_node,Power Outage
8,403,25,999.9729,1000.5277,transient_node,Maintenance
8,187,11,1006.6428,1006.6478,transient_node,Power Spike
8,146,9,1008.4421,1009.0265,transient_node,Power Outage
8,325,20,1008.7753,1008.8052,transient_node,Power Outage
8,181,11,1017.4032,1017.8632,transient_node,Network
8,465,29,1022.9724,1023.6666,transient_node,Power Outage
8,136,8,1025.3211,1025.4282,transient_node,Power Spike
8,279,17,1025.9053,1026.1986,transient_node,Maintenance
8,267,16,1034.5463,1034.5572,transient_node,Power Spike
8,472,29,1035.9727,1036.4352,transient_node,Network
8,124,7,1038.2505,1038.4721,transient_node,Network
8,227,14,1042.2869,1042.4966,transient_node,Maintenance
8,264,16,1055.1676,1055.512,transient_node,Power Outage
8,23,1,1056.6872,1056.7682,transient_node,Maintenance
8,278,17,1060.2973,1060.5036,transient_node,Maintenance
8,387,24,1072.2048,1072.2732,transient_node,Power Outage
8,377,23,1073.2512,1073.7966,transient_node,Network
8,414,25,1076.7406,1077.0171,transient_node,Network
8,28,1,1076.9395,1077.1862,transient_node,Maintenance
8,255,15,1086.2332,1086.398,transient_node,Network
8,478,29,1086.5884,1086.6152,transient_node,Network
8,96,6,1098.2041,1098.2279,transient_node,Network
8,173,10,1104.1978,1104.3235,transient_node,Power Spike
8,250,15,1104.3524,1108.4668,permanent_node,SCSI Controller
8,295,18,1113.4858,1113.6213,transient_node,Power Spike
8,499,31,1130.2227,1130.7145,transient_node,Maintenance
8,411,25,1136.2062,1136.4653,transient_node,Maintenance
8,407,25,1137.2532,1137.5218,transient_node,Maintenance
8,370,23,1142.768,1142.8467,transient_node,Network
8,121,7,1153.184,1154.1215,transient_node,Maintenance
8,84,5,1155.9634,1155.9816,transient_node,Maintenance
8,275,17,1156.2262,1160.3808,permanent_node,Hardware
8,37,2,1160.094,1160.1515,transient_node,Network
8,121,7,1178.7567,1179.0881,transient_node,Maintenance
8,85,5,1181.4791,1181.5456,transient_node,Network
8,147,9,1193.9056,1194.3215,transient_node,Maintenance
8,181,11,1196.5631,1196.5868,transient_node,Power Spike
8,237,14,1201.211,1201.3266,transient_node,Power Spike
8,200,12,1222.4872,1222.5695,transient_node,Power Spike
8,158,9,1226.2038,1226.5565,transient_node,Power Outage
8,273,17,1233.0643,1233.133,transient_node,Power Spike
8,438,27,1238.2121,1238.3207,transient_node,Power Spike
8,306,19,1239.0216,1239.0588,transient_node,Maintenance
8,81,5,1241.0648,1241.241,transient_node,Maintenance
8,5,0,1245.2448,1245.4917,transient_node,Power Spike
8,221,13,1254.2887,1254.4152,transient_node,Power Outage
8,328,20,1259.0885,1259.1117,transient_node,Network
8,81,5,1260.5612,1260.9733,transient_node,Power Spike
8,404,25,1261.6372,1261.7252,transient_node,Power Spike
8,205,12,1266.9928,1267.3459,transient_node,Maintenance
8,10,0,1276.6213,1277.3568,transient_node,Power Outage
8,293,18,1276.8682,1276.99,transient_node,Power Outage
8,188,11,1288.6024,1288.8742,transient_node,Power Spike
8,76,4,1288.6184,1288.8194,transient_node,Network
8,248,15,1289.5602,1289.6784,transient_node,Power Spike
8,40,2,1290.918,1290.997,transient_node,Power Outage
8,484,30,1304.7364,1304.9799,transient_node,Maintenance
8,61,3,1311.7111,1311.8673,transient_node,Power Outage
8,39,2,1312.3682,1312.4088,transient_node,Network
8,368,23,1313.0221,1313.4097,transient_node,Power Spike
8,218,13,1314.5216,1314.8531,transient_node,Network
8,125,7,1326.2355,1327.25,transient_node,Power Spike
8,165,10,1328.2908,1328.4918,transient_node,Maintenance
8,14,0,1334.444,1334.4913,transient_node,Network
8,509,31,1363.5445,1363.8351,transient_node,Network
8,315,19,1363.7964,1363.8476,transient_node,Power Spike
8,383,23,1366.3671,1366.7812,transient_node,Power Spike
8,92,5,1391.0002,1391.0106,transient_node,Power Spike
8,379,23,1395.8442,1396.2559,transient_node,Maintenance
8,78,4,1400.0106,1400.4029,transient_node,Power Spike
8,142,8,1410.6115,1410.6841,transient_node,Power Spike
8,189,11,1410.8516,1411.1576,transient_node,Network
8,2,0,1411.7041,1411.8359,transient_node,Maintenance
8,89,5,1414.2509,1414.698,transient_node,Maintenance
8,494,30,1414.7607,1415.0281,transient_node,Power Outage
8,389,24,1420.7081,1420.7483,transient_node,Maintenance
8,10,0,1425.2496,1425.4778,transient_node,Network
8,263,16,1430.9751,1431.0016,transient_node,Power Spike
8,109,6,1434.1387,1434.316,transient_node,Maintenance
8,178,11,1438.4604,1438.7862,transient_node,Network
8,14,0,1440.0581,1440.5101,transient_node,Maintenance
8,206,12,1443.9515,1444.272,transient_node,Power Spike
8,10,0,1450.3273,1453.8076,permanent_node,Disk Drive
8,8,0,1452.7435,1454.5076,permanent_node,Disk Drive
8,9,0,1454.7954,1456.1658,permanent_node,Disk Drive
8,12,0,1457.3215,1460.5739,permanent_node,Disk Drive
8,160,10,1458.7861,1459.6122,transient_node,Maintenance
8,205,12,1460.5887,1467.3668,permanent_node,Hardware
8,7,0,1460.7111,1465.0501,permanent_node,Disk Drive
8,298,18,1460.7516,1460.8628,transient_node,Network
8,25,1,1461.4551,1461.561,transient_node,Network
8,463,28,1479.8051,1480.131,transient_node,Power Spike
8,502,31,1485.2462,1485.2485,transient_node,Network
8,85,5,1490.0706,1490.5929,transient_node,Power Spike
8,499,31,1498.0083,1499.1792,transient_node,Maintenance
8,52,3,1500.8552,1501.0598,transient_node,Power Spike
8,448,28,1502.9653,1502.9978,transient_node,Maintenance
8,411,25,1503.8016,1504.2812,transient_node,Network
8,473,29,1524.9174,1525.5088,transient_node,Maintenance
8,44,2,1537.044,1537.0827,transient_node,Power Outage
8,212,13,1539.552,1539.7324,transient_node,Network
8,264,16,1545.0936,1545.095,transient_node,Maintenance
8,275,17,1547.4211,1547.4415,transient_node,Power Spike
8,180,11,1549.7884,1549.8499,transient_node,Maintenance
8,339,21,1552.9432,1553.1043,transient_node,Maintenance
8,318,19,1563.6739,1563.7564,transient_node,Network
8,133,8,1566.8786,1567.1425,transient_node,Maintenance
8,288,18,1568.324,1568.856,transient_node,Network
8,85,5,1570.2837,1570.5805,transient_node,Power Outage
8,29,1,1572.0833,1572.2084,transient_node,Power Spike
8,159,9,1578.1561,1578.2892,transient_node,Maintenance
8,400,25,1579.5465,1579.8301,transient_node,Network
8,211,13,1582.78,1582.9776,transient_node,Maintenance
8,363,22,1595.6392,1595.7462,transient_node,Power Spike
8,110,6,1600.6069,1600.8503,transient_node,Network
8,2,0,1609.038,1609.2449,transient_node,Power Spike
8,109,6,1612.3058,1612.4796,transient_node,Maintenance
8,298,18,1620.7474,1620.8477,transient_node,Power Spike
8,322,20,1620.9489,1621.4752,transient_node,Network
8,436,27,1622.7226,1622.9809,transient_node,Power Outage
8,152,9,1630.4814,1630.6792,transient_node,Maintenance
8,432,27,1641.4435,1641.9024,transient_node,Power Outage
8,361,22,1663.0513,1663.113,transient_node,Power Outage
8,394,24,1669.8783,1669.9238,transient_node,Power Spike
8,155,9,1684.2202,1686.5299,permanent_node,SCSI Controller
8,75,4,1687.9013,1689.9256,transient_node,Power Outage
8,23,1,1689.137,1689.3828,transient_node,Maintenance
8,446,27,1694.9299,1695.1091,transient_node,Network
8,472,29,1706.8275,1706.8299,transient_node,Power Spike
8,58,3,1707.3624,1707.5563,transient_node,Maintenance
8,3,0,1712.5567,1712.6426,transient_node,Power Outage
8,485,30,1721.9491,1722.0322,transient_node,Power Outage
8,497,31,1729.3987,1735.7953,permanent_node,Disk Drive
8,488,30,1740.6121,1740.6711,transient_node,Power Spike
8,318,19,1750.38,1750.5899,transient_node,Power Outage
8,129,8,1766.4648,1766.7294,transient_node,Network
8,344,21,1770.8178,1770.9405,transient_node,Power Spike
8,24,1,1773.4238,1773.4239,transient_node,Network
8,3,0,1779.5535,1779.5608,transient_node,Maintenance
8,128,8,1780.337,1780.3798,transient_node,Power Spike
8,395,24,1782.5767,1782.7802,transient_node,Maintenance
8,227,14,1788.8103,1789.1686,transient_node,Network
8,446,27,1801.4006,1801.4033,transient_node,Power Outage
8,100,6,1809.0851,1809.1644,transient_node,Maintenance
8,392,24,1816.0256,1816.0857,transient_node,Power Spike
8,347,21,1816.6504,1816.6895,transient_node,Network
8,462,28,1817.2185,1817.2843,transient_node,Network
8,172,10,1828.4724,1828.4997,transient_node,Maintenance
8,7,0,1829.3558,1829.7401,transient_node,Maintenance
8,330,20,1833.0884,1838.1819,permanent_node,SCSI Controller
8,250,15,1836.0119,1836.1626,transient_node,Network
8,38,2,1848.1684,1848.193,transient_node,Power Spike
8,228,14,1849.4871,1849.7695,transient_node,Network
8,353,22,1855.5502,1855.5632,transient_node,Power Spike
8,429,26,1857.0762,1857.6872,transient_node,Network
8,346,21,1867.1462,1867.8801,transient_node,Maintenance
8,356,22,1887.6935,1887.7847,transient_node,Maintenance
8,305,19,1893.7176,1893.8109,transient_node,Maintenance
8,447,27,1895.7239,1895.9321,transient_node,Power Spike
8,257,16,1911.467,1911.6241,transient_node,Network
8,93,5,1913.9167,1914.3278,transient_node,Power Outage
8,399,24,1919.7685,1919.7816,transient_node,Maintenance
8,431,26,1923.279,1923.4131,transient_node,Power Outage
8,285,17,1928.0782,1928.8233,transient_node,Maintenance
8,321,20,1928.299,1928.9945,transient_node,Network
8,343,21,1930.1396,1930.2372,transient_node,Power Outage
8,248,15,1931.2499,1931.9053,transient_node,Network
8,283,17,1933.76,1933.9543,transient_node,Power Spike
8,316,19,1933.7708,1934.6973,transient_node,Network
8,438,27,1934.149,1934.7067,transient_node,Power Outage
8,356,22,1947.7948,1947.9019,transient_node,Power Spike
8,426,26,1955.8056,1956.5895,transient_node,Power Spike
8,24,1,1975.3327,1975.458,transient_node,Power Outage
8,345,21,1977.9141,1977.9831,transient_node,Network
8,100,6,1984.6911,1984.7389,transient_node,Power Outage
8,292,18,1985.4474,1985.6056,transient_node,Power Outage
8,204,12,1987.7219,1987.9873,transient_node,Power Outage
8,255,15,1990.43,1990.8187,transient_node,Power Outage
8,206,12,1994.7696,1994.7933,transient_node,Network
8,205,12,1996.6095,1996.7409,transient_node,Power Outage
8,377,23,1998.1277,1998.4019,transient_node,Network
8,464,29,1999.9264,1999.9294,transient_node,Network
8,153,9,2002.6546,2002.667,transient_node,Maintenance
8,22,1,2011.3009,2011.4879,transient_node,Maintenance
8,108,6,2018.2777,2018.6745,transient_node,Power Spike
8,430,26,2035.6748,2035.7704,transient_node,Maintenance
8,432,27,2038.0347,2038.3668,transient_node,Network
8,449,28,2058.3636,2058.5489,transient_node,Power Spike
8,461,28,2063.5079,2063.574,transient_node,Maintenance
8,35,2,2067.3066,2067.9539,transient_node,Network
8,409,25,2067.9889,2068.0651,transient_node,Power Spike
8,241,15,2069.372,2069.5316,transient_node,Network
8,129,8,2070.2848,2070.3113,transient_node,Maintenance
8,374,23,2077.5244,2077.6704,transient_node,Network
8,390,24,2090.6772,2090.7954,transient_node,Power Spike
8,80,5,2091.6019,2092.1299,transient_node,Maintenance
8,297,18,2094.9466,2094.967,transient_node,Power Outage
8,3,0,2098.6738,2098.7558,transient_node,Maintenance
8,256,16,2098.6896,2099.2485,transient_node,Network
8,232,14,2099.3492,2099.525,transient_node,Power Spike
8,318,19,2101.1096,2101.2057,transient_node,Power Spike
8,12,0,2107.1303,2107.3535,transient_node,Maintenance
8,429,26,2114.6128,2115.2831,transient_node,Power Spike
8,52,3,2118.3363,2118.4155,transient_node,Maintenance
8,15,0,2123.6309,2123.6756,transient_node,Network
8,23,1,2134.7024,2134.8286,transient_node,Power Outage
8,69,4,2142.5931,2142.686,transient_node,Power Spike
8,376,23,2144.835,2144.9285,transient_node,Power Spike
8,164,10,2144.9865,2145.1045,transient_node,Network
8,93,5,2158.5447,2159.2715,transient_node,Power Outage
8,106,6,2159.084,2159.3417,transient_node,Maintenance
8,215,13,2160.6825,2160.8608,transient_node,Power Spike
8,92,5,2163.4136,2163.676,transient_node,Network
8,259,16,2181.0033,2181.0788,transient_node,Maintenance
8,43,2,2181.1682,2181.266,transient_node,Power Outage
8,94,5,2182.1416,2182.2561,transient_node,Network
8,130,8,2187.1475,2187.6139,transient_node,Power Spike
8,359,22,2195.3051,2195.3611,transient_node,Maintenance
8,74,4,2195.6321,2195.8616,transient_node,Network
8,110,6,2200.6543,2200.9298,transient_node,Maintenance
8,227,14,2202.2557,2202.3799,transient_node,Network
8,467,29,2208.2041,2208.3292,transient_node,Network
8,364,22,2209.905,2210.1722,transient_node,Power Outage
8,459,28,2212.8086,2212.8824,transient_node,Maintenance
8,462,28,2214.2685,2214.6797,transient_node,Power Outage
8,320,20,2224.867,2225.0879,transient_node,Maintenance
8,400,25,2227.5896,2227.8031,transient_node,Power Outage
8,124,7,2229.8244,2229.8445,transient_node,Power Spike
8,122,7,2232.4432,2232.4608,transient_node,Power Spike
8,276,17,2252.1563,2252.4214,transient_node,Maintenance
8,241,15,2257.4461,2257.7314,transient_node,Network
8,337,21,2261.5654,2261.6303,transient_node,Power Outage
8,61,3,2265.0044,2265.305,transient_node,Maintenance
8,420,26,2277.149,2277.6039,transient_node,Network
8,80,5,2302.5074,2302.6061,transient_node,Power Outage
8,456,28,2303.8561,2303.9656,transient_node,Network
8,208,13,2309.1187,2316.7808,permanent_node,SCSI Controller
8,407,25,2321.1002,2321.5554,transient_node,Maintenance
8,322,20,2327.4652,2327.8861,transient_node,Power Spike
8,63,3,2343.5989,2343.9441,transient_node,Power Outage
8,401,25,2350.8625,2351.0408,transient_node,Maintenance
8,445,27,2359.3299,2359.3727,transient_node,Power Spike
8,163,10,2370.3928,2371.1116,transient_node,Power Spike
8,110,6,2377.7627,2378.0276,transient_node,Power Spike
8,188,11,2378.7441,2378.7674,transient_node,Network
8,147,9,2380.2796,2386.6096,permanent_node,Hardware
8,203,12,2386.262,2386.4522,transient_node,Power Outage
8,17,1,2387.0219,2387.0868,transient_node,Network
8,223,13,2391.7338,2391.8985,transient_node,Network
8,444,27,2395.4722,2395.6251,transient_node,Network
8,268,16,2404.4922,2405.2805,transient_node,Power Spike
8,210,13,2416.6342,2416.8266,transient_node,Maintenance
8,274,17,2423.1877,2423.6764,transient_node,Power Spike
8,283,17,2432.3502,2432.382,transient_node,Network
8,221,13,2437.7723,2437.8724,transient_node,Network
8,150,9,2447.1568,2447.3604,transient_node,Maintenance
8,24,1,2458.4669,2458.5165,transient_node,Power Spike
8,308,19,2460.6463,2461.0985,transient_node,Power Outage
8,431,26,2464.846,2465.0634,transient_node,Power Outage
8,262,16,2474.8167,2474.9368,transient_node,Maintenance
8,431,26,2479.0396,2480.0048,transient_node,Network
8,57,3,2482.2321,2482.2926,transient_node,Maintenance
8,78,4,2485.3151,2485.4446,transient_node,Power Outage
8,196,12,2488.0242,2488.2613,transient_node,Maintenance
8,420,26,2499.0827,2499.3962,transient_node,Maintenance
8,277,17,2505.7628,2509.0178,permanent_node,Hardware
8,153,9,2508.1561,2508.3687,transient_node,Maintenance
8,191,11,2509.3331,2509.4317,transient_node,Power Outage
8,63,3,2521.2403,2521.5001,transient_node,Network
8,265,16,2528.1794,2528.3165,transient_node,Network
8,406,25,2546.2878,2546.3151,transient_node,Power Spike
8,360,22,2549.2251,2549.7853,transient_node,Power Outage
8,258,16,2559.8922,2560.1027,transient_node,Network
8,58,3,2570.9836,2571.1198,transient_node,Power Spike
8,81,5,2571.6496,2571.6989,transient_node,Maintenance
8,375,23,2574.7072,2575.1461,transient_node,Network
8,163,10,2578.8309,2579.3548,transient_node,Network
8,501,31,2580.7778,2580.9141,transient_node,Power Outage
8,364,22,2597.9025,2598.2965,transient_node,Power Outage
8,383,23,2625.9543,2626.1029,transient_node,Power Spike
8,21,1,2629.0747,2629.6995,transient_node,Power Outage
8,115,7,2633.0424,2633.0706,transient_node,Network
8,296,18,2645.5917,2646.1384,transient_node,Maintenance
8,70,4,2656.4929,2656.736,transient_node,Network
8,210,13,2657.1038,2657.9937,transient_node,Maintenance
8,130,8,2667.5516,2667.8065,transient_node,Maintenance
8,191,11,2670.6498,2671.1515,transient_node,Power Spike
8,152,9,2672.1427,2672.2222,transient_node,Power Spike
8,186,11,2683.766,2684.0597,transient_node,Network
8,112,7,2686.4575,2686.5389,transient_node,Network
8,13,0,2700.5855,2700.6444,transient_node,Network
8,145,9,2710.7487,2710.7707,transient_node,Power Outage
8,332,20,2712.1856,2718.8517,permanent_node,Disk Drive
8,270,16,2714.4852,2714.5473,transient_node,Power Outage
8,5,0,2720.4712,2720.5013,transient_node,Maintenance
8,255,15,2721.7468,2721.8092,transient_node,Power Spike
8,374,23,2726.2386,2726.4685,transient_node,Network
8,156,9,2730.5704,2730.6096,transient_node,Power Outage
8,441,27,2732.0094,2732.1147,transient_node,Network
8,17,1,2740.5814,2740.6762,transient_node,Maintenance
8,427,26,2743.0783,2743.0808,transient_node,Maintenance
8,22,1,2754.1676,2754.2828,transient_node,Maintenance
8,349,21,2754.5983,2755.2602,transient_node,Power Spike
8,174,10,2760.7118,2760.737,transient_node,Maintenance
8,370,23,2760.929,2761.3716,transient_node,Power Spike
8,470,29,2761.2704,2761.4349,transient_node,Network
8,255,15,2765.414,2765.4215,transient_node,Power Outage
8,188,11,2782.182,2782.7829,transient_node,Network
8,234,14,2790.9833,2796.5397,permanent_node,SCSI Controller
8,284,17,2797.3292,2799.3898,permanent_node,Hardware
8,496,31,2799.7457,2799.8424,transient_node,Maintenance
8,345,21,2799.8595,2800.0555,transient_node,Maintenance
8,350,21,2806.5939,2806.6715,transient_node,Power Outage
8,49,3,2806.6054,2806.6054,transient_node,Network
8,223,13,2812.6497,2812.683,transient_node,Network
8,416,26,2816.2564,2816.667,transient_node,Network
8,294,18,2820.345,2820.3505,transient_node,Network
8,10,0,2820.9095,2820.9521,transient_node,Power Spike
8,149,9,2824.5798,2824.9789,transient_node,Power Outage
8,185,11,2828.0868,2828.3255,transient_node,Maintenance
8,102,6,2834.3556,2841.5127,permanent_node,Disk Drive
8,241,15,2839.4723,2839.5989,transient_node,Power Outage
8,311,19,2842.3302,2842.6929,transient_node,Power Outage
8,160,10,2846.0967,2846.3491,transient_node,Power Outage
8,245,15,2853.102,2853.2281,transient_node,Power Spike
8,480,30,2857.1252,2858.8918,transient_node,Power Spike
8,67,4,2858.7925,2858.9098,transient_node,Network
8,128,8,2860.4959,2861.0492,transient_node,Maintenance
8,197,12,2865.3747,2865.6778,transient_node,Power Spike
8,245,15,2870.2859,2870.4586,transient_node,Network
8,352,22,2872.9403,2872.9913,transient_node,Network
8,117,7,2874.4391,2875.079,transient_node,Power Spike
8,466,29,2893.0764,2893.0974,transient_node,Maintenance
8,354,22,2897.8906,2897.9442,transient_node,Power Outage
8,495,30,2901.3979,2901.4748,transient_node,Power Outage
8,153,9,2902.1288,2902.4481,transient_node,Power Outage
8,51,3,2916.0866,2916.1215,transient_node,Network
8,102,6,2939.2897,2939.3032,transient_node,Power Spike
8,203,12,2939.7065,2939.7554,transient_node,Maintenance
8,317,19,2940.1691,2940.1847,transient_node,Power Spike
8,253,15,2943.7539,2943.8934,transient_node,Power Spike
8,493,30,2953.1132,2958.7214,permanent_node,SCSI Controller
