system,node,rack,start_hours,end_hours,failure_type,root_cause,drive_type
8,41,2,2316.7044,2317.1384,transient_node,Network,nvme
8,68,4,2321.5443,2321.7336,transient_node,Network,nvme
8,500,31,2334.8924,2334.9355,transient_node,Network,nvme
8,70,4,2347.7353,2348.1741,transient_node,Network,nvme
8,230,14,2349.8113,2350.134,transient_node,Network,nvme
8,94,5,2355.2294,2355.7293,transient_node,Network,nvme
8,391,24,2360.5803,2360.6492,transient_node,Network,nvme
8,255,15,2368.4704,2368.6046,transient_node,Network,nvme
8,323,20,2368.9733,2368.9889,transient_node,Network,nvme
8,169,10,2372.0791,2372.3532,transient_node,Network,nvme
8,226,14,2377.1951,2377.6594,transient_node,Network,nvme
8,181,11,2381.3767,2381.9184,transient_node,Network,nvme
8,277,17,2382.4801,2382.522,transient_node,Network,nvme
8,266,16,2390.2637,2390.2698,transient_node,Network,nvme
8,168,10,2396.7454,2396.772,transient_node,Network,nvme
8,123,7,2397.242,2397.5396,transient_node,Network,nvme
8,220,13,2413.3675,2413.5302,transient_node,Network,nvme
8,487,30,2414.8298,2415.2341,transient_node,Network,nvme
8,294,18,2416.1047,2416.1492,transient_node,Network,nvme
8,181,11,2418.6815,2418.6965,transient_node,Network,nvme
8,29,1,2428.5098,2428.6466,transient_node,Network,nvme
8,477,29,2429.0452,2429.0538,transient_node,Network,nvme
8,178,11,2432.1813,2432.3245,transient_node,Network,nvme
8,295,18,2440.1247,2440.9178,transient_node,Network,nvme
8,478,29,2440.1833,2440.8649,transient_node,Network,nvme
8,3,0,2440.3415,2440.4875,transient_node,Network,nvme
8,342,21,2442.1138,2442.1458,transient_node,Network,nvme
8,146,9,2445.9309,2446.1151,transient_node,Network,nvme
8,123,7,2454.2217,2454.3222,transient_node,Network,nvme
8,510,31,2480.4695,2480.7963,transient_node,Network,nvme
8,352,22,2483.4568,2483.5385,transient_node,Network,nvme
8,78,4,2485.5469,2485.6106,transient_node,Network,nvme
8,56,3,2494.868,2494.8726,transient_node,Network,nvme
8,149,9,2508.3881,2509.0851,transient_node,Network,nvme
8,14,0,2510.0293,2510.0352,transient_node,Network,nvme
8,319,19,2512.8327,2512.8695,transient_node,Network,nvme
8,225,14,2518.6207,2519.0584,transient_node,Network,nvme
8,66,4,2518.6964,2519.2142,transient_node,Network,nvme
8,180,11,2522.2082,2522.2547,transient_node,Network,nvme
8,109,6,2531.0574,2531.0992,transient_node,Network,nvme
8,506,31,2534.1432,2534.331,transient_node,Network,nvme
8,323,20,2539.4296,2539.4897,transient_node,Network,nvme
8,449,28,2541.9413,2542.3454,transient_node,Network,nvme
8,481,30,2548.1412,2548.8299,transient_node,Network,nvme
8,48,3,2549.2203,2549.5014,transient_node,Network,nvme
8,23,1,2580.9627,2581.0716,transient_node,Network,nvme
8,445,27,2584.0556,2584.0947,transient_node,Network,nvme
8,273,17,2596.4657,2596.7723,transient_node,Network,nvme
8,280,17,2597.4278,2597.686,transient_node,Network,nvme
8,407,25,2599.4523,2599.586,transient_node,Network,nvme
8,453,28,2599.8201,2600.1515,transient_node,Network,nvme
8,468,29,2613.0448,2613.1795,transient_node,Network,nvme
8,85,5,2617.8095,2617.8449,transient_node,Network,nvme
8,22,1,2619.8142,2619.8249,transient_node,Network,nvme
8,377,23,2623.1378,2623.4885,transient_node,Network,nvme
8,478,29,2624.7301,2624.7782,transient_node,Network,nvme
8,478,29,2626.9232,2627.0006,transient_node,Network,nvme
8,200,12,2626.9259,2628.1989,transient_node,Network,nvme
8,176,11,2629.4074,2629.6638,transient_node,Network,nvme
8,42,2,2634.5174,2634.5252,transient_node,Network,nvme
8,311,19,2636.4837,2636.5737,transient_node,Network,nvme
8,183,11,2637.6243,2637.8529,transient_node,Network,nvme
8,348,21,2647.6788,2647.8568,transient_node,Network,nvme
8,379,23,2649.6369,2649.6734,transient_node,Network,nvme
8,95,5,2655.9511,2656.0088,transient_node,Network,nvme
8,462,28,2676.1419,2676.2867,transient_node,Network,nvme
8,507,31,2677.289,2677.3783,transient_node,Network,nvme
8,209,13,2680.8659,2680.9192,transient_node,Network,nvme
8,109,6,2682.4527,2682.5804,transient_node,Network,nvme
8,406,25,2687.3426,2687.7711,transient_node,Network,nvme
8,489,30,2690.7386,2691.1043,transient_node,Network,nvme
8,510,31,2700.6559,2701.4396,transient_node,Network,nvme
8,415,25,2704.3061,2705.1554,transient_node,Network,nvme
8,70,4,2718.9029,2719.211,transient_node,Network,nvme
8,31,1,2721.3231,2721.5481,transient_node,Network,nvme
8,337,21,2722.6022,2722.7411,transient_node,Network,nvme
8,436,27,2734.2539,2734.5692,transient_node,Network,nvme
8,401,25,2735.4262,2735.4368,transient_node,Network,nvme
8,501,31,2741.4856,2741.6652,transient_node,Network,nvme
8,394,24,2743.9025,2744.0487,transient_node,Network,nvme
