system,node,rack,start_hours,end_hours,failure_type,root_cause
6,159,9,452.3498,452.9291,transient_node,Power Outage
6,187,11,472.1698,472.6243,transient_node,Power Outage
6,122,7,509.2547,509.336,transient_node,Power Outage
6,65,4,509.7184,510.1054,transient_node,Network
6,232,14,510.76,510.8454,transient_node,Maintenance
6,81,5,523.9245,524.0706,transient_node,Power Outage
6,139,8,529.0761,529.1331,transient_node,Maintenance
6,70,4,574.1715,574.3514,transient_node,Power Outage
6,90,5,586.9135,587.341,transient_node,Maintenance
6,86,5,623.1025,623.6894,transient_node,Maintenance
6,141,8,653.4033,653.4492,transient_node,Power Outage
6,93,5,690.7755,690.8789,transient_node,Power Outage
6,200,12,715.3669,716.4046,transient_node,Power Outage
6,222,13,717.7405,718.0361,transient_node,Network
6,220,13,720.5715,720.817,transient_node,Power Spike
6,97,6,734.5994,734.6131,transient_node,Maintenance
6,104,6,742.4089,742.5177,transient_node,Maintenance
6,238,14,794.6932,794.8311,transient_node,Power Spike
6,145,9,801.1805,801.7366,transient_node,Maintenance
6,240,15,802.8487,803.6331,transient_node,Network
6,246,15,813.5697,813.765,transient_node,Maintenance
6,60,3,814.5158,815.0404,transient_node,Maintenance
6,118,7,819.9774,820.4391,transient_node,Network
6,125,7,827.0853,827.4916,transient_node,Maintenance
6,49,3,830.907,830.9278,transient_node,Network
6,46,2,837.863,837.9267,transient_node,Network
6,123,7,850.5765,850.9186,transient_node,Power Outage
6,176,11,855.7531,855.8537,transient_node,Network
6,28,1,867.3448,867.497,transient_node,Power Spike
6,162,10,869.6248,869.7449,transient_node,Maintenance
6,236,14,872.1153,872.1342,transient_node,Network
6,172,10,903.8243,904.3768,transient_node,Power Outage
6,253,15,983.8052,983.9384,transient_node,Power Outage
6,17,1,997.438,997.8518,transient_node,Power Spike
6,113,7,1003.0767,1003.1581,transient_node,Power Outage
6,34,2,1006.4597,1006.8922,transient_node,Power Spike
6,52,3,1017.4296,1017.7392,transient_node,Maintenance
6,73,4,1019.9521,1019.965,transient_node,Power Spike
6,3,0,1020.2253,1020.2258,transient_node,Network
6,188,11,1033.2433,1033.9912,transient_node,Power Outage
6,187,11,1036.3468,1036.757,transient_node,Power Spike
6,90,5,1082.6397,1082.7855,transient_node,Maintenance
6,128,8,1103.5635,1103.7694,transient_node,Power Spike
6,241,15,1146.3275,1146.8137,transient_node,Power Spike
6,13,0,1147.7119,1147.7942,transient_node,Power Outage
6,76,4,1163.6187,1163.6382,transient_node,Power Outage
6,121,7,1165.8191,1166.1247,transient_node,Maintenance
6,119,7,1166.898,1166.921,transient_node,Network
6,216,13,1205.529,1205.7132,transient_node,Power Outage
6,83,5,1227.5171,1227.568,transient_node,Power Outage
6,63,3,1234.4031,1234.5754,transient_node,Power Outage
6,252,15,1234.899,1235.0067,transient_node,Network
6,216,13,1236.7546,1237.0344,transient_node,Power Spike
6,174,10,1257.5605,1261.6913,permanent_node,SCSI Controller
6,145,9,1275.3683,1275.5177,transient_node,Network
6,207,12,1281.1576,1281.7156,transient_node,Power Spike
6,108,6,1282.8509,1283.0643,transient_node,Maintenance
6,237,14,1284.2386,1284.2475,transient_node,Maintenance
6,184,11,1286.9719,1287.2519,transient_node,Maintenance
6,153,9,1296.034,1296.06,transient_node,Maintenance
6,66,4,1306.1657,1306.3064,transient_node,Power Outage
6,226,14,1324.0633,1324.7609,transient_node,Power Outage
6,163,10,1328.8381,1328.997,transient_node,Power Outage
6,157,9,1338.7123,1338.9857,transient_node,Power Outage
6,29,1,1340.7348,1340.8935,transient_node,Power Outage
6,190,11,1350.8254,1351.2854,transient_node,Power Outage
6,26,1,1361.8138,1361.8898,transient_node,Network
6,171,10,1365.2351,1365.7841,transient_node,Network
6,42,2,1387.2613,1387.4171,transient_node,Power Spike
6,167,10,1403.2772,1403.3534,transient_node,Power Outage
6,155,9,1406.4263,1406.4504,transient_node,Power Spike
6,92,5,1407.8042,1407.9523,transient_node,Power Outage
6,78,4,1407.986,1408.6677,transient_node,Maintenance
6,134,8,1418.5593,1425.4605,permanent_node,Hardware
6,22,1,1422.4821,1422.6731,transient_node,Maintenance
6,103,6,1423.3366,1423.8762,transient_node,Maintenance
6,165,10,1429.9941,1430.1692,transient_node,Network
6,251,15,1434.4376,1434.4376,transient_node,Network
6,235,14,1460.1057,1460.4253,transient_node,Network
6,42,2,1462.6567,1462.6668,transient_node,Power Spike
6,208,13,1466.1587,1466.1766,transient_node,Power Outage
6,168,10,1472.7873,1473.1041,transient_node,Power Spike
6,49,3,1473.4857,1473.6999,transient_node,Network
6,49,3,1479.3504,1479.6739,transient_node,Power Spike
6,178,11,1482.2554,1482.817,transient_node,Power Spike
6,19,1,1487.4512,1487.4675,transient_node,Maintenance
6,152,9,1528.5737,1530.2646,transient_node,Power Outage
6,61,3,1531.8267,1531.886,transient_node,Maintenance
6,75,4,1539.1229,1539.8877,transient_node,Power Spike
6,254,15,1544.205,1544.2253,transient_node,Maintenance
6,197,12,1549.2388,1549.2895,transient_node,Maintenance
6,11,0,1561.2518,1561.3305,transient_node,Network
6,106,6,1562.6207,1562.6321,transient_node,Maintenance
6,2,0,1569.0766,1569.2055,transient_node,Power Outage
6,164,10,1614.3867,1614.4153,transient_node,Network
6,100,6,1614.818,1615.2682,transient_node,Power Spike
6,228,14,1628.8553,1629.2273,transient_node,Power Spike
6,174,10,1630.2673,1630.695,transient_node,Network
6,123,7,1670.2048,1670.2416,transient_node,Power Spike
6,218,13,1687.2392,1687.2436,transient_node,Network
6,208,13,1700.022,1700.0794,transient_node,Maintenance
6,165,10,1711.9743,1712.2638,transient_node,Power Outage
6,11,0,1720.5931,1720.7888,transient_node,Power Outage
6,216,13,1731.6653,1732.0315,transient_node,Network
6,45,2,1744.1331,1745.0263,transient_node,Power Outage
6,200,12,1768.4088,1769.4876,transient_node,Maintenance
6,208,13,1786.8593,1786.9456,transient_node,Network
6,237,14,1804.9379,1805.3813,transient_node,Maintenance
6,37,2,1813.3038,1813.3231,transient_node,Maintenance
6,112,7,1814.7496,1814.8115,transient_node,Network
6,238,14,1820.6489,1820.7338,transient_node,Network
6,51,3,1835.2989,1835.39,transient_node,Network
6,143,8,1843.2191,1843.355,transient_node,Power Outage
6,214,13,1849.2918,1849.3676,transient_node,Network
6,33,2,1854.0076,1854.2098,transient_node,Power Outage
6,222,13,1854.3824,1854.3858,transient_node,Maintenance
6,14,0,1859.3206,1859.8467,transient_node,Maintenance
6,127,7,1872.2251,1873.0905,transient_node,Power Outage
6,31,1,1883.2508,1883.6449,transient_node,Power Spike
6,174,10,1889.4918,1889.8302,transient_node,Power Spike
6,76,4,1908.245,1908.7706,transient_node,Power Outage
6,80,5,1922.5608,1922.9431,transient_node,Maintenance
6,107,6,1941.3983,1941.4794,transient_node,Network
6,16,1,1954.4724,1954.7214,transient_node,Power Spike
6,97,6,1958.9821,1959.1272,transient_node,Power Outage
6,246,15,1970.1252,1970.1692,transient_node,Power Outage
6,152,9,1972.0659,1972.1819,transient_node,Maintenance
6,42,2,1973.2026,1973.3992,transient_node,Network
6,101,6,2001.1658,2001.8321,transient_node,Maintenance
6,131,8,2006.1898,2006.3149,transient_node,Power Outage
6,77,4,2011.2395,2011.2411,transient_node,Power Outage
6,186,11,2017.4018,2017.8215,transient_node,Power Spike
6,44,2,2034.668,2035.1034,transient_node,Power Outage
6,98,6,2042.3382,2042.4937,transient_node,Power Outage
6,58,3,2044.1923,2044.1959,transient_node,Power Outage
6,174,10,2045.5934,2046.0474,transient_node,Network
6,211,13,2048.6445,2048.7013,transient_node,Network
6,179,11,2063.588,2063.7,transient_node,Maintenance
6,38,2,2103.6479,2103.8683,transient_node,Power Outage
6,135,8,2121.8038,2122.1046,transient_node,Power Outage
6,248,15,2126.7448,2126.7565,transient_node,Network
6,128,8,2143.7483,2144.9056,transient_node,Network
6,184,11,2158.2725,2158.426,transient_node,Power Spike
6,213,13,2162.9,2162.911,transient_node,Maintenance
6,221,13,2176.3367,2176.7867,transient_node,Power Spike
6,242,15,2179.1449,2179.39,transient_node,Network
6,9,0,2192.576,2194.6104,transient_node,Maintenance
6,250,15,2218.8531,2218.9017,transient_node,Network
6,221,13,2224.9464,2225.0877,transient_node,Network
6,212,13,2235.2892,2235.2943,transient_node,Network
6,18,1,2251.0913,2251.1482,transient_node,Maintenance
6,212,13,2261.4542,2261.5064,transient_node,Power Spike
6,61,3,2267.6601,2267.7358,transient_node,Network
6,30,1,2269.2026,2269.3571,transient_node,Network
6,186,11,2292.4706,2292.7295,transient_node,Maintenance
6,11,0,2299.4486,2299.7407,transient_node,Power Outage
6,142,8,2302.4882,2302.6699,transient_node,Maintenance
6,235,14,2303.1605,2303.2623,transient_node,Power Outage
6,22,1,2310.8575,2310.9625,transient_node,Maintenance
6,141,8,2330.0673,2330.0915,transient_node,Power Outage
6,242,15,2332.8998,2333.2226,transient_node,Network
6,165,10,2335.6037,2335.998,transient_node,Power Spike
6,241,15,2339.4429,2339.5671,transient_node,Network
6,135,8,2343.4603,2348.8824,permanent_node,SCSI Controller
6,165,10,2359.7654,2360.0051,transient_node,Power Outage
6,42,2,2420.6795,2420.7704,transient_node,Network
6,230,14,2422.7658,2423.0984,transient_node,Power Outage
6,136,8,2433.723,2433.8523,transient_node,Maintenance
6,221,13,2457.9614,2458.2674,transient_node,Power Outage
6,192,12,2471.2651,2471.2678,transient_node,Maintenance
6,150,9,2480.2178,2480.457,transient_node,Power Spike
6,71,4,2496.4758,2496.5561,transient_node,Power Spike
6,135,8,2543.2983,2543.3176,transient_node,Power Outage
6,221,13,2551.1016,2551.1428,transient_node,Power Outage
6,40,2,2555.7723,2555.9007,transient_node,Power Outage
6,252,15,2583.6958,2583.7415,transient_node,Power Spike
6,9,0,2610.2931,2610.3595,transient_node,Power Outage
6,98,6,2616.0779,2616.568,transient_node,Power Spike
6,144,9,2623.0238,2623.1122,transient_node,Network
6,203,12,2630.2001,2630.3319,transient_node,Maintenance
6,40,2,2645.9246,2647.5671,transient_node,Network
6,147,9,2649.9985,2650.212,transient_node,Network
6,226,14,2650.5289,2650.7897,transient_node,Maintenance
6,129,8,2661.9917,2662.3704,transient_node,Power Outage
6,80,5,2666.7959,2666.8502,transient_node,Power Outage
6,110,6,2670.1977,2670.6827,transient_node,Network
6,53,3,2670.8295,2670.8528,transient_node,Network
6,122,7,2673.4354,2674.0089,transient_node,Maintenance
6,141,8,2679.4743,2679.493,transient_node,Network
6,97,6,2706.1097,2706.6973,transient_node,Power Outage
6,36,2,2746.1681,2746.3255,transient_node,Power Spike
6,225,14,2758.6841,2759.2859,transient_node,Network
6,16,1,2794.8121,2795.0677,transient_node,Maintenance
6,104,6,2805.3691,2805.5945,transient_node,Maintenance
6,28,1,2834.0249,2834.207,transient_node,Maintenance
6,60,3,2861.395,2861.9562,transient_node,Power Spike
6,180,11,2865.7975,2869.0061,permanent_node,Hardware
6,79,4,2877.4118,2877.6048,transient_node,Network
6,152,9,2910.1276,2910.1358,transient_node,Maintenance
6,129,8,2910.4306,2910.4334,transient_node,Power Spike
6,225,14,2923.7795,2924.1536,transient_node,Power Outage
6,169,10,2936.2519,2936.3227,transient_node,Power Spike
6,2,0,2937.5986,2938.3522,transient_node,Power Outage
6,43,2,2938.9077,2939.28,transient_node,Power Spike
6,196,12,2969.9607,2970.1824,transient_node,Network
6,175,10,2972.7632,2973.4793,transient_node,Network
6,12,0,2974.944,2975.7102,transient_node,Network
6,240,15,2981.8993,2981.9999,transient_node,Power Spike
6,7,0,3021.3887,3021.3959,transient_node,Network
6,117,7,3022.142,3022.3709,transient_node,Maintenance
6,64,4,3022.5393,3022.8651,transient_node,Network
6,243,15,3030.1732,3030.9037,transient_node,Power Outage
6,63,3,3045.0146,3045.0199,transient_node,Network
6,20,1,3049.0134,3049.1491,transient_node,Power Outage
6,7,0,3081.2641,3081.4273,transient_node,Power Outage
6,154,9,3108.1962,3108.2073,transient_node,Power Outage
6,82,5,3134.1525,3134.169,transient_node,Power Spike
6,204,12,3143.9928,3144.3258,transient_node,Maintenance
6,191,11,3148.819,3149.3045,transient_node,Power Outage
6,43,2,3155.4913,3155.5093,transient_node,Maintenance
6,79,4,3165.7626,3166.0318,transient_node,Power Spike
6,235,14,3167.7599,3168.2883,transient_node,Power Outage
6,107,6,3168.4478,3168.5833,transient_node,Power Outage
6,117,7,3189.6449,3189.678,transient_node,Power Spike
6,166,10,3211.6323,3212.2976,transient_node,Maintenance
6,189,11,3218.4017,3218.551,transient_node,Maintenance
6,167,10,3253.0391,3253.5566,transient_node,Power Outage
6,119,7,3257.3272,3257.94,transient_node,Power Spike
6,218,13,3258.5168,3258.9008,transient_node,Network
6,2,0,3293.4716,3293.5628,transient_node,Power Spike
6,242,15,3297.6517,3304.8308,permanent_node,Disk Drive
6,62,3,3317.1206,3317.1375,transient_node,Power Spike
6,137,8,3327.7934,3327.9917,transient_node,Maintenance
6,173,10,3329.9464,3330.643,transient_node,Power Spike
6,245,15,3338.5605,3339.2843,transient_node,Power Outage
6,19,1,3349.0535,3349.2665,transient_node,Maintenance
6,185,11,3355.3617,3355.9309,transient_node,Power Outage
6,15,0,3364.7311,3365.1237,transient_node,Power Spike
6,35,2,3397.6975,3397.9483,transient_node,Maintenance
6,83,5,3398.2617,3398.3267,transient_node,Network
6,62,3,3411.7379,3411.8963,transient_node,Power Spike
6,247,15,3436.7543,3437.3321,transient_node,Network
6,36,2,3477.9582,3478.1376,transient_node,Power Outage
6,103,6,3532.7579,3533.2873,transient_node,Power Outage
6,75,4,3533.8162,3533.8756,transient_node,Power Spike
6,87,5,3541.4407,3541.6442,transient_node,Maintenance
6,246,15,3568.0639,3568.5132,transient_node,Power Outage
6,83,5,3578.7369,3579.5523,transient_node,Power Outage
6,135,8,3581.8937,3582.14,transient_node,Power Outage
6,120,7,3594.0121,3594.1423,transient_node,Power Spike
6,227,14,3596.7912,3596.807,transient_node,Power Outage
6,149,9,3603.2012,3603.2173,transient_node,Network
6,120,7,3607.7451,3608.2623,transient_node,Power Spike
6,125,7,3609.2319,3609.7249,transient_node,Network
6,242,15,3610.0297,3611.4602,transient_node,Power Outage
6,146,9,3644.5842,3645.1185,transient_node,Network
6,137,8,3667.5968,3667.6293,transient_node,Power Spike
6,39,2,3668.6706,3668.909,transient_node,Power Spike
6,155,9,3670.386,3670.5646,transient_node,Power Outage
6,78,4,3683.677,3683.7573,transient_node,Network
6,128,8,3691.8164,3692.1768,transient_node,Power Spike
6,191,11,3704.7465,3704.8211,transient_node,Power Spike
6,89,5,3705.1452,3705.1538,transient_node,Maintenance
6,240,15,3710.995,3711.3095,transient_node,Network
6,193,12,3714.4097,3714.5556,transient_node,Power Outage
6,140,8,3732.2092,3732.25,transient_node,Maintenance
6,106,6,3741.2705,3741.4583,transient_node,Network
6,119,7,3759.8514,3759.8883,transient_node,Network
6,149,9,3760.6741,3760.7609,transient_node,Power Spike
6,163,10,3764.6623,3764.9584,transient_node,Network
6,196,12,3770.0298,3770.5349,transient_node,Network
6,20,1,3825.2226,3825.5537,transient_node,Maintenance
6,66,4,3843.489,3848.9947,permanent_node,Disk Drive
6,21,1,3850.1921,3850.2151,transient_node,Maintenance
6,208,13,3850.8754,3850.8837,transient_node,Maintenance
6,249,15,3852.6656,3852.7777,transient_node,Maintenance
6,109,6,3869.5325,3869.5801,transient_node,Network
6,90,5,3895.0144,3895.3313,transient_node,Maintenance
6,74,4,3933.8616,3934.1676,transient_node,Maintenance
6,161,10,3979.9151,3980.4003,transient_node,Network
6,84,5,3985.2997,3985.6361,transient_node,Power Spike
6,151,9,4010.4239,4010.6291,transient_node,Maintenance
6,200,12,4010.8872,4010.924,transient_node,Power Outage
6,104,6,4015.6345,4015.7849,transient_node,Power Spike
6,195,12,4033.9579,4034.5392,transient_node,Power Spike
6,226,14,4043.5568,4043.7197,transient_node,Network
6,216,13,4076.8666,4077.8342,transient_node,Power Outage
6,241,15,4125.4586,4125.5915,transient_node,Network
6,107,6,4134.8681,4134.8883,transient_node,Maintenance
6,184,11,4136.7855,4143.284,permanent_node,SCSI Controller
6,16,1,4143.4805,4143.5804,transient_node,Network
6,79,4,4155.3393,4156.0434,transient_node,Power Outage
6,89,5,4177.9192,4178.0775,transient_node,Power Outage
6,137,8,4183.2652,4183.3804,transient_node,Network
6,215,13,4190.5765,4191.2732,transient_node,Power Spike
6,146,9,4194.1204,4194.9622,transient_node,Power Spike
6,195,12,4199.986,4200.0689,transient_node,Network
6,208,13,4206.9078,4207.6231,transient_node,Power Spike
6,118,7,4207.5005,4207.5962,transient_node,Power Outage
6,199,12,4220.4286,4226.3482,permanent_node,Disk Drive
6,112,7,4224.4692,4224.7828,transient_node,Maintenance
6,53,3,4254.3689,4254.7458,transient_node,Maintenance
6,198,12,4268.3079,4268.7871,transient_node,Maintenance
6,249,15,4292.4009,4296.4333,permanent_node,SCSI Controller
6,11,0,4324.7684,4328.3659,permanent_node,SCSI Controller
6,246,15,4329.6464,4329.7819,transient_node,Power Outage
6,13,0,4344.4142,4344.7077,transient_node,Power Outage
6,13,0,4345.9068,4346.1335,transient_node,Power Outage
6,149,9,4353.9883,4354.1674,transient_node,Power Outage
6,251,15,4375.2392,4375.4627,transient_node,Power Outage
6,166,10,4394.0929,4394.3174,transient_node,Power Outage
6,43,2,4396.105,4396.2119,transient_node,Maintenance
6,119,7,4398.124,4398.3226,transient_node,Maintenance
6,199,12,4413.7166,4413.7695,transient_node,Network
6,26,1,4418.5958,4418.8495,transient_node,Power Spike
6,222,13,4420.4694,4421.0515,transient_node,Network
6,129,8,4423.5667,4423.8118,transient_node,Maintenance
6,2,0,4424.4909,4424.5636,transient_node,Power Spike
6,215,13,4427.265,4427.4919,transient_node,Power Outage
6,48,3,4439.3673,4439.5258,transient_node,Power Outage
6,58,3,4444.492,4444.6323,transient_node,Power Outage
6,173,10,4452.6191,4453.8531,transient_node,Maintenance
6,82,5,4495.3924,4495.7669,transient_node,Power Outage
6,116,7,4499.8644,4500.1886,transient_node,Network
6,8,0,4502.4652,4502.6204,transient_node,Maintenance
6,192,12,4520.5554,4520.7424,transient_node,Maintenance
6,55,3,4527.0053,4527.2471,transient_node,Maintenance
6,169,10,4543.2417,4543.4455,transient_node,Network
6,124,7,4545.6515,4546.0083,transient_node,Power Outage
6,200,12,4556.2573,4556.3139,transient_node,Maintenance
6,130,8,4585.562,4585.9448,transient_node,Maintenance
6,5,0,4598.0729,4598.3209,transient_node,Power Outage
6,19,1,4607.341,4607.5879,transient_node,Power Outage
6,6,0,4609.8524,4609.8748,transient_node,Power Spike
6,5,0,4613.8903,4613.9897,transient_node,Maintenance
6,229,14,4625.311,4625.6589,transient_node,Power Outage
6,233,14,4627.0379,4627.6779,transient_node,Power Spike
6,12,0,4653.1717,4653.3553,transient_node,Maintenance
6,5,0,4686.2512,4686.3839,transient_node,Power Outage
6,31,1,4690.6515,4690.7813,transient_node,Power Outage
6,144,9,4691.1052,4692.4761,transient_node,Power Spike
6,127,7,4693.8203,4694.0088,transient_node,Power Outage
6,183,11,4711.9034,4712.7987,transient_node,Power Outage
6,251,15,4725.5452,4725.8318,transient_node,Power Outage
6,27,1,4743.8691,4743.899,transient_node,Maintenance
6,211,13,4755.6026,4756.7702,transient_node,Power Outage
6,153,9,4765.4582,4765.5865,transient_node,Maintenance
6,159,9,4767.0799,4767.0966,transient_node,Power Outage
6,233,14,4777.3898,4782.2657,permanent_node,Disk Drive
6,77,4,4798.5871,4799.1698,transient_node,Power Spike
6,212,13,4814.4944,4814.5331,transient_node,Network
6,203,12,4816.6989,4816.8915,transient_node,Power Spike
6,105,6,4827.6149,4827.6913,transient_node,Power Spike
6,47,2,4837.8466,4838.2259,transient_node,Network
6,198,12,4854.2875,4855.1201,transient_node,Power Spike
6,141,8,4855.141,4855.1628,transient_node,Maintenance
6,230,14,4892.2367,4893.7215,transient_node,Power Outage
6,165,10,4892.3345,4892.364,transient_node,Power Outage
6,169,10,4893.9788,4901.6142,permanent_node,SCSI Controller
6,41,2,4902.0091,4902.7824,transient_node,Power Spike
6,43,2,4903.5522,4903.5635,transient_node,Network
6,254,15,4903.7261,4903.8045,transient_node,Power Spike
6,242,15,4919.5541,4919.9835,transient_node,Maintenance
6,110,6,4920.0821,4920.288,transient_node,Power Spike
6,174,10,4942.2681,4942.6271,transient_node,Maintenance
6,235,14,4960.942,4960.9977,transient_node,Power Spike
6,178,11,4966.3765,4966.4692,transient_node,Power Outage
6,136,8,4969.9162,4970.1872,transient_node,Power Spike
6,250,15,5017.5096,5018.1051,transient_node,Power Spike
6,8,0,5047.0395,5047.1417,transient_node,Network
6,97,6,5064.9187,5065.2467,transient_node,Power Spike
6,21,1,5071.1154,5071.9508,transient_node,Maintenance
6,138,8,5116.6776,5116.8924,transient_node,Maintenance
6,30,1,5126.6956,5126.9023,transient_node,Maintenance
6,206,12,5136.623,5137.0466,transient_node,Network
6,63,3,5148.2222,5148.2916,transient_node,Power Spike
6,193,12,5166.7173,5167.1244,transient_node,Power Spike
6,102,6,5176.9276,5176.9696,transient_node,Network
6,71,4,5181.4613,5181.5605,transient_node,Network
6,222,13,5190.2161,5190.2886,transient_node,Maintenance
6,147,9,5198.909,5199.1857,transient_node,Maintenance
6,75,4,5204.1462,5204.2747,transient_node,Power Outage
6,70,4,5211.5687,5211.5814,transient_node,Power Spike
6,185,11,5226.0072,5226.1002,transient_node,Power Outage
6,0,0,5234.4335,5234.5054,transient_node,Power Outage
6,209,13,5237.9551,5238.2459,transient_node,Maintenance
6,42,2,5277.202,5277.2544,transient_node,Power Outage
6,158,9,5282.7759,5282.7879,transient_node,Power Outage
6,184,11,5284.1292,5284.2113,transient_node,Network
6,36,2,5318.3347,5318.5478,transient_node,Maintenance
6,242,15,5319.4705,5319.5029,transient_node,Power Outage
6,177,11,5321.1962,5321.3775,transient_node,Maintenance
6,203,12,5323.785,5323.8229,transient_node,Network
6,58,3,5325.2961,5325.3448,transient_node,Maintenance
6,125,7,5338.5933,5338.6743,transient_node,Power Outage
6,43,2,5363.4555,5363.464,transient_node,Power Outage
6,29,1,5365.3891,5365.5346,transient_node,Network
6,158,9,5391.6478,5391.6994,transient_node,Maintenance
6,85,5,5394.6304,5394.6957,transient_node,Power Spike
6,19,1,5398.9551,5399.0313,transient_node,Network
6,210,13,5399.9308,5400.0028,transient_node,Power Spike
6,22,1,5424.1096,5424.1116,transient_node,Power Outage
6,152,9,5427.005,5427.1403,transient_node,Power Outage
6,80,5,5428.1173,5428.1287,transient_node,Maintenance
6,54,3,5446.6374,5446.6375,transient_node,Maintenance
6,189,11,5474.2025,5474.3121,transient_node,Network
6,9,0,5485.5054,5485.8096,transient_node,Maintenance
6,21,1,5514.8759,5515.1912,transient_node,Maintenance
6,199,12,5520.3619,5520.5417,transient_node,Network
6,157,9,5527.8486,5528.1465,transient_node,Network
6,109,6,5533.1165,5539.4921,permanent_node,Hardware
6,176,11,5540.4133,5540.4876,transient_node,Maintenance
6,61,3,5553.563,5553.8138,transient_node,Power Outage
6,178,11,5558.7135,5558.9977,transient_node,Network
6,52,3,5577.6008,5578.0229,transient_node,Network
6,194,12,5580.2876,5580.5334,transient_node,Network
6,124,7,5587.0835,5587.517,transient_node,Network
6,202,12,5592.7057,5592.9225,transient_node,Power Outage
6,110,6,5594.849,5594.9778,transient_node,Power Spike
6,75,4,5602.1192,5602.3813,transient_node,Maintenance
6,123,7,5612.2288,5612.7244,transient_node,Network
6,153,9,5617.9039,5618.8324,transient_node,Power Spike
6,32,2,5621.3311,5621.3784,transient_node,Network
6,175,10,5643.5127,5643.5818,transient_node,Maintenance
6,83,5,5644.2957,5645.1441,transient_node,Power Spike
6,15,0,5647.0856,5647.714,transient_node,Network
6,176,11,5673.0222,5673.1195,transient_node,Maintenance
6,56,3,5692.9612,5692.9613,transient_node,Maintenance
6,255,15,5693.3813,5693.9742,transient_node,Maintenance
6,143,8,5697.7177,5697.9557,transient_node,Power Spike
6,111,6,5703.436,5703.7696,transient_node,Network
6,10,0,5711.2276,5712.0133,transient_node,Network
6,84,5,5731.0573,5731.2535,transient_node,Power Outage
6,90,5,5751.7413,5752.1081,transient_node,Power Spike
6,180,11,5787.4008,5787.5389,transient_node,Network
6,29,1,5800.2384,5800.3657,transient_node,Network
6,27,1,5809.4741,5809.6564,transient_node,Network
6,25,1,5828.3045,5828.6847,transient_node,Power Spike
6,227,14,5834.0254,5834.0604,transient_node,Maintenance
6,132,8,5838.5701,5838.8655,transient_node,Network
6,65,4,5847.5953,5848.2652,transient_node,Network
6,146,9,5863.2801,5863.5241,transient_node,Maintenance
6,20,1,5878.7594,5878.7999,transient_node,Power Spike
6,97,6,5921.6181,5921.7096,transient_node,Network
6,64,4,5922.9805,5923.9127,transient_node,Power Outage
6,37,2,5923.9211,5923.9794,transient_node,Power Outage
6,202,12,5926.9583,5927.1497,transient_node,Power Outage
6,240,15,5929.8324,5930.0669,transient_node,Power Spike
6,220,13,5930.3218,5930.4177,transient_node,Maintenance
6,120,7,5937.3785,5937.3968,transient_node,Maintenance
6,153,9,5947.2408,5947.8339,transient_node,Maintenance
6,88,5,5970.774,5970.8854,transient_node,Power Spike
6,230,14,5973.1679,5973.3655,transient_node,Network
6,134,8,5987.22,5988.0972,transient_node,Power Spike
6,24,1,6003.7767,6004.0674,transient_node,Maintenance
6,126,7,6010.183,6010.6777,transient_node,Network
6,225,14,6014.5596,6014.7466,transient_node,Network
6,110,6,6017.592,6017.7748,transient_node,Network
6,32,2,6035.252,6035.3293,transient_node,Power Outage
6,195,12,6046.4278,6046.9691,transient_node,Power Spike
6,149,9,6067.6527,6068.128,transient_node,Power Spike
6,206,12,6091.3741,6091.4991,transient_node,Maintenance
6,175,10,6093.123,6093.1749,transient_node,Maintenance
